id,latitude,longitude,elevation,name,name_en,wikipedia
2008,-42.4845476,-67.7353473,1532.0,Cerro Buey,,
2009,-23.4011096,132.3947954,1531.0,Mount Zeil,,en:Mount Zeil
2010,24.552735,116.9498994,1530.3,仙洞,,
2011,-23.1824482,46.1643092,1530.0,,,
2012,-14.7848384,16.4319903,1530.0,,,
2013,64.025757,-142.3150492,1527.0,Taylor Mountain,,
2014,2.5999917,-62.5139666,1527.0,,,
2015,-13.066799,26.175906,1527.0,Mushishima Hill,,
2016,22.0513572,36.4264583,1526.0,Gebel Shendodai,,
2017,66.8248652,-178.2397843,1525.0,г. Великая,,
2018,-67.3215895,164.7066111,1524.0,Brown Peak,,
2019,29.2283513,118.6390686,1522.5,磨心尖,,
2020,42.6133408,139.9406083,1520.2,狩場山,Kariba Yama,
2021,-52.3272518,-73.3706594,1520.0,Monte Burney,,en:Monte Burney
2022,-14.177605,33.2411956,1520.0,,,
2023,77.7433333,-23.8866667,1520.0,Alabama Nunatak,,
2024,29.0498814,110.4788895,1519.0,天门山,Tianmen Mountain,zh:天门山 (张家界)
2025,5.424581,102.5891245,1519.0,Gunung Lawit,,ms:Gunung Lawit
2026,20.9199617,95.2533093,1518.0,Mount Popa,ပုပၸါးေတာင္,en:Mount Popa
2027,-30.8433,21.9333,1516.9896,Windhoek se Kop,,
2028,12.1122386,-12.2635405,1515.0,Mont Loura,Mount Loura,
2029,27.4986791,111.7402266,1514.0,岳坪峰,Yueping Peak,
2030,27.4993643,111.7408703,1514.0,岳坪峰,Yueping Peak,
2031,9.748994,46.509555,1512.0,Dhalacad,,
2032,34.4726536,112.9349216,1512.0,连天峰,,
2033,4.0124124,102.9101694,1511.0,Gunung Tapis,,ms:Gunung Tapis
2034,-30.00751,151.68389,1510.0,Ben Lomond,,
2035,-29.3771488,152.0101866,1510.0,The Magistrate,,
2036,-25.28,25.7417,1510.0,,,
2037,-14.1964372,32.6944711,1510.0,,,
2038,-30.2734112,150.1645054,1509.0,Mount Kaputar,,
2039,26.2220312,117.6928854,1508.0,莲花顶,,
2040,21.5661471,107.6109579,1507.0,,,
2041,24.8084867,34.5981976,1505.0,جبل نقرص,Gebel Nuqrus,
2042,8.8618041,-8.8857074,1504.0,Pic de Tibé,,
2043,65.5102806,-145.6150116,1504.0,Pinnell Mountain,,
2044,-25.4192,26.2208,1503.9,,,
2045,-27.4223995,27.1845239,1503.0,Renosterkop,,
2046,57.1141653,-135.1758172,1503.0,Ante Peak,,
2047,18.966336,84.3648449,1501.0,Mahendragiri,,"en:Mahendragiri, Orissa"
2048,28.4699536,120.2956625,1500.6,大洋山,,
2049,23.9123769,116.5984712,1497.8,凤鸟髻,,
2050,9.835556,46.237161,1497.0,Xabaji,,
2051,-27.2091251,26.0526163,1496.9,Wolvenkop,,
2052,-15.404738,167.839703,1496.0,Lombenben - Manaro Voui,,en:Lombenben
2053,-1.7708426,136.4282779,1496.0,,,
2054,10.8876489,13.7809083,1494.0,Mont Oupay,,
2055,-24.8408,25.665,1493.8,Monalanong Hill,,
2056,60.4186849,59.5339219,1492.4,Денежкин Камень,,
2057,17.591549,105.797882,1492.0,Phou Chuang,Phou Chuang,
2058,43.7158667,141.5229333,1491.6,暑寒別岳,Mt. Shokanbetsu,en:Mount Shokanbetsu
2059,50.0832353,17.2308693,1491.0,Praděd,,cs:Praděd
2060,63.7368368,136.4627996,1491.0,,,
2061,-25.0074742,25.7133569,1491.0,Otse Hill,,
2062,-0.8133934,-91.1348926,1490.0,Volcán Sierra Negra,,en:Sierra Negra
2063,35.0926036,1.5731901,1490.0,Djebel Ben Nsour,,
2064,-2.9632987,132.5517487,1490.0,Pengunungan Fak Fak,Fak Fak Mountains,
2065,-15.2356018,29.4859193,1490.0,Chilaunga,,
2066,-30.9317,21.2075,1487.7288,Grasberg,,
2067,76.4333333,-62.3,1483.0,Haffner Bjerg,,
2068,32.7613516,130.298897,1483.0,平成新山,,
2069,38.699836,-79.5328284,1482.0,Spruce Knob,,en:Spruce Knob
2070,2.9683994,28.6974698,1482.0,Mont Tina,,
2071,38.4408601,-80.0023221,1481.0,Cheat Mountain,,
2072,38.394985,-79.9917706,1481.0,Thorny Benchmark,,
2073,62.9377306,155.261321,1480.0,Джагын,,
2074,13.3700061,77.6847849,1479.0,Nandi Hill,,
2075,27.2227546,119.9271723,1479.0,东狮山,Dongshi Mountain,
2076,-14.8409761,26.5807557,1479.0,Mutumbwe,,
2077,51.4644724,133.5837254,1479.0,Хымонга-Яган,,
2078,29.3621176,-114.1147301,1479.0,Cerro la Equis,,
2079,-12.5965091,49.1530975,1475.0,Ambre-Bobaomby,,
2080,29.5009084,115.9553713,1473.4,汉阳峰,Lushan,
2081,-30.2474,151.80904,1473.0,Chandlers Peak,,
2082,66.7204357,64.3918047,1472.0,Пай- Eр,,
2083,-25.0217,25.2725,1471.0,,,
2084,40.4673793,125.3367575,1470.0,비래봉,Pirae Peak,
2085,49.1259009,76.0584598,1469.0,г. Турсун,,
2086,16.0449383,-61.6637895,1467.0,La Découverte,,
2087,16.0432443,-61.6637208,1467.0,La Soufrière,,fr:Soufrière (Guadeloupe)
2088,55.214862,135.3974604,1466.0,гора Алмазная Корона,,
2089,45.4581405,115.6910709,1464.0,Баруун могнон уул,,
2090,9.564135,43.96602,1463.0,Buur Abaarso,,
2091,-31.3265141,151.6557138,1463.0,Grundy,,
2092,51.6659603,131.6039435,1461.0,Инарогда,,
2093,-20.2337425,-46.4380873,1460.0,,,
2094,-3.6905136,115.0306824,1460.0,Mount Kahung,,
2095,11.0844282,41.2612962,1459.0,Gabillema,,
2096,49.1124718,13.13619,1456.0,Großer Arber,,de:Großer Arber
2097,43.3906803,-124.0325225,1454.0,,,
2098,48.9785352,13.3889715,1453.0,Großer Rachel,,de:Großer Rachel
2099,38.9289993,-79.4561613,1452.0,Mount Porte Crayon,,en:Mount Porte Crayon
2100,12.4533395,30.6789778,1451.0,جبل الداير,Jebel Dair,en:Jebel Dair
2101,-31.2779283,151.8504207,1450.0,Porters,,
2102,-26.8446954,-50.5014548,1448.0,,,
2103,67.1,-53.2166667,1448.0,Aqqutikitsoq,,
2104,57.0345567,130.9057984,1448.0,,,
2105,15.5039552,-61.3982176,1447.0,Morne Diablotins,,
2106,54.9670612,88.0940478,1447.0,Большой Таскыл,,
2107,48.0912297,153.1979471,1446.0,Сарычева,Sarycheva Peak,
2108,-42.2691806,145.8303335,1446.0,Frenchmans Cap,,
2109,64.8030509,-23.7791336,1446.0,Snæfellsjökull - Miðþúfa,,
2110,61.1317278,58.9305133,1445.0,Тулымский камень (главная вершина),Tulymsky stone (main peak),
2111,-31.58799,150.99414,1444.0,Crawney Mountain,,
2112,37.7263745,26.6220589,1443.0,Κέρκης,Kerkis,el:Κέρκης
2113,1.0133696,128.1089183,1442.0,Bukit Watowato,,
2114,19.85082,100.45412,1442.0,ภูชี้ฟ้า,Phu Chi Fa,th:ภูชี้ฟ้า
2115,-19.1149142,14.0173437,1441.0,Mount Otjisakumuka,,
2116,34.214244,-103.8507977,1437.0,The Mesa,,
2117,39.8072082,2.7940933,1436.0,Puig Major,,ca:Puig Major
2118,46.4772326,137.5309644,1436.0,Крутая,,
2119,-26.31778,131.74467,1435.0,Mount Woodroffe,,en:Mount Woodroffe
2120,65.693732,61.9575167,1435.0,Грубеиз,,
2121,-42.65632,146.51489,1434.0,Mount Field West,,
2122,59.1637277,7.1574877,1434.0,Urdalsknuten,,
2123,14.9105153,105.7992057,1434.0,,Phu Kao,
2124,-16.2862,28.181592,1434.0,Namwana,,
2125,37.6594559,-102.5421371,1433.0,Two Buttes,,
2126,40.2488687,-103.3088299,1432.0,Fremont Butte,,
2127,76.9212351,16.1323925,1431.0,Hornsundtind,,
2128,-16.5103184,168.3453163,1430.0,Lopevi,,en:Lopevi
2129,52.1808,112.3585,1430.0,Ундыген-Синяя,Undygen-Sinyaya,
2130,-24.0072059,45.9013913,1430.0,,,
2131,-40.470211,-69.3862991,1429.0,Cerro Kakel Huincul,,
2132,25.062861,10.326423,1428.0,جبال أكاكوس,,
2133,15.1799112,106.2623454,1426.0,,,
2134,8.1454112,-9.9264896,1425.0,Mount Wuteve,,
2135,55.9860095,-122.1415133,1425.0,Portage Mountain,,
2136,-21.4177,165.36418,1424.0,Keiyouma,,
2137,-31.5867,20.8658,1423.7208,Engelsman se Berg,,
2138,50.2074081,16.847424,1423.0,Králický Sněžník / Śnieżnik,,en:Králický Sněžník
2139,-42.9427975,146.4240427,1423.0,Mount Anne,,
2140,-23.35651,131.9128,1423.0,Mount Edward,,
2141,-2.4734698,33.9440373,1423.0,Ng'Wamang'ola Hills,,
2142,34.967562,-103.1968934,1422.0,Park Hill,,
2143,42.591911,-103.259921,1420.0,First Woman Mound,,
2144,54.4902982,122.1803099,1420.0,Халан,,
2145,3.0503981,-63.9665356,1420.0,,,
2146,6.7499933,14.9588852,1420.0,Mont Ngaoui,,fr:Mont Ngaoui
2147,38.9475009,-102.5879744,1419.0,Landsman Hill,,
2148,61.2107977,-48.4206793,1418.0,Kuunnaat,,
2149,-15.5383666,29.1059213,1418.0,Chirumbwe,,
2150,41.2484625,-7.8869794,1416.0,Marão,,pt:Serra do Marão
2151,65.3648842,-149.5772113,1414.0,Lynx Peak,,
2152,-13.290245,25.861641,1413.0,Shindamona,,
2153,67.6552752,-136.6974307,1412.0,,,
2154,-14.8535787,17.6276158,1412.0,Missombo,,
2155,18.7169656,108.871395,1412.0,尖峰岭,Jianfeng Ling,
2156,3.2275,31.03,1411.8,Mount Wati,,en:Mount Wati
2157,36.3669498,7.3912185,1411.0,,,
2158,-18.876754,14.5036607,1410.0,Mount Starkberg,,
2159,66.4768083,-179.4104772,1410.0,Большой Матачинай,,
2160,17.9480092,73.6711451,1409.0,Connaught Peak Point,,
2161,0.8919114,109.3964273,1406.0,Gunung Bawang,Mount Bawang,id:Gunung Bawang
2162,50.2231859,95.2589106,1406.0,,,
2163,40.5033206,-103.0946557,1405.0,Eagle Point Hill,,
2164,64.992983,-165.329038,1405.0,Mount Osborn,,en:Mount Osborn
2165,17.1247464,54.7395707,1405.0,Jabal Samhan,,
2166,-41.84405,146.86702,1401.0,Sandbanks Tier,,
2167,54.3131623,122.0141696,1401.0,Балгикта,,
2168,-15.7666853,28.9622539,1401.0,Mubindi,,
2169,23.6539393,10.8794474,1400.0,,,
2170,49.0992409,82.5363514,1400.0,,,
2171,38.0599295,24.4666292,1398.0,Όχη,Ohi,el:Όχη
2172,-42.94253,146.65827,1398.0,Snowy South,,
2173,29.5937223,-114.4854355,1398.0,Cerro Pedregroso,,
2174,-13.5686276,25.7846958,1398.0,Munchingi Hill,,
2175,14.8109249,-61.1663825,1397.0,Montagne Pelée,,
2176,-33.3443,148.98221,1396.0,Gaanha-bula–Mount Canobolas,,
2177,-11.2871908,27.4138769,1394.0,Mukinga,,
2178,31.9312302,65.8641044,1393.0,شمالی سياه,Shamālī Tūrah,
2179,-20.9487457,-45.6847645,1392.0,Pico do Branquinho,,
2180,49.5517672,-109.9863107,1392.0,Highest Point in Saskatchewan,,
2181,64.3183333,13.9983333,1390.0,Hartkjolen,,
2182,-26.7131357,-51.3714657,1390.0,Morro do Rio Verde,,
2183,-18.7719968,21.7531564,1390.0,Male Hill,,
2184,3.3853829,39.4513139,1390.0,,,
2185,25.7793391,9.3939006,1390.0,,,
2186,50.3172728,107.4418387,1390.0,,,
2187,-42.0245669,-67.4843087,1389.0,Colina Apas,,
2188,8.177653,-9.4130295,1387.0,Bala,,
2189,18.2800774,73.9743007,1387.0,Purandar,,en:Purandar fort
2190,43.411858,126.654279,1385.0,南楼山,,
2191,-24.5700112,-49.8786729,1385.0,Morro da Onça,,
2192,-24.8642,26.0925,1383.8,,,
2193,18.275721,73.6226361,1383.0,Torna,,
2194,28.810006,120.9220648,1382.4,米筛浪,,
2195,-26.7318851,-51.1161514,1380.0,Cerro Azul,,
2196,38.1821927,-79.3056909,1380.0,,,
2197,8.2793558,98.9337789,1380.0,เขาพนมเบ็ญจา,Khao Phanom Bencha,
2198,56.6887287,-134.6904004,1380.0,Mt Ada,,
2199,70.5466687,-71.2451507,1380.0,Polar Sun Spire,,
2200,32.2413312,-2.5588275,1380.0,Djebel Tissoufi,,
2201,-22.6608,27.4483,1379.8296,,,
2202,-26.5150539,-51.392974,1379.0,,,
2203,-11.2165814,27.5431331,1379.0,Mapandwe,,
2204,34.66598,-0.2534576,1378.0,Djebel Tazenaga,,
2205,57.3563316,-153.3254056,1378.0,Koniag Peak,,
2206,-12.9649598,25.6297866,1378.0,Murambwana,,
2207,35.66893,-103.1741139,1376.0,Kerlin Hill,,
2208,-15.2565073,17.7796804,1376.0,Cavambe,,
2209,-28.22189,152.4552,1375.0,Mount Superbus,,
2210,-23.8755592,-45.3787239,1375.0,Pico de São Sebastião,,
2211,-11.940831,27.6400452,1373.0,Panda,,
2212,-58.4550614,-26.370893,1372.0,Mount Belinda,,en:Mount Belinda
2213,10.7157427,-12.2521931,1372.0,Mont Tinka,,
2214,-28.5937729,17.2035409,1370.0,Cornellsberg,,
2215,13.16896,77.2229809,1368.0,Shivagange Betta,,en:Shivagange
2216,-26.6165425,-51.5661257,1367.0,Morro Chato,,
2217,-29.7092,22.65,1366.7,,,
2218,41.7438389,-74.2125864,1366.0,Whale's Head,,
2219,29.4353801,37.2343809,1365.0,الشهيباء,Ash Shuhayba,
2220,23.9636245,86.128574,1365.0,Parasnath Hills,Parasnath,en:Parasnath
2221,-33.677439,150.0095491,1363.0,Mount Bindo,,
2222,26.6517548,118.0777929,1363.0,茫荡山,,
2223,40.8501232,9.1755401,1362.0,Monte Limbara,,
2224,-33.8329167,149.9835923,1362.0,Mount Trickett,,
2225,40.8492286,9.1747148,1362.0,Punta Sa Berritta,,
2226,14.5104451,120.4758972,1360.0,Mount Bataan,,
2227,-25.6945774,-51.3477675,1360.0,,,
2228,51.9516387,118.4187026,1360.0,Голец Ботовский,Golets Botovskiy,
2229,49.44653,75.3377563,1360.0,Шанкоз,,
2230,3.5735046,39.345264,1360.0,,,
2231,17.7898305,81.7203534,1360.0,Pedda Konda,Pedda Konda,
2232,1.5544444,-62.8438995,1360.0,,,
2233,-28.2815051,152.6867547,1359.0,Mount Barney West Peak,,
2234,34.7139951,7.9594181,1358.0,Djebel Onk,,
2235,18.2312768,73.4425388,1356.0,Raigad,,
2236,18.234608,73.4487721,1356.0,Raigad,,
2237,-33.898277,149.8496669,1354.0,Shooters Hill,,
2238,-28.43,17.0708,1353.9216000000001,,,
2239,-22.7617,26.7458,1353.9,,,
2240,16.1863728,106.4911383,1353.0,,,
2241,68.5692761,93.3871364,1353.0,,,
2242,22.4499129,78.3737664,1352.0,Dhupgarh,Dhupgarh,en:Dhupgarh
2243,14.3880375,101.4250418,1351.0,เขาร่ม,Khao Rom,
2244,-26.4687998,-51.6464811,1350.0,,,
2245,-15.254743,48.5903707,1350.0,Ambohitsitondrona,,
2246,-13.8807073,35.227371,1350.0,,,
2247,41.6951347,91.878295,1350.0,黑龙峰?,,
2248,6.3561967,8.9764889,1350.0,,,
2249,-30.8345825,19.3542759,1349.0,Kubiskouberg,,
2250,45.7298461,149.6760085,1348.0,Косая,Kosaya,
2251,11.6500005,124.4617916,1346.0,Mount Naliwatan (Tres Marias Peak 3),,
2252,-29.4858,17.8842,1345.5,Rietberg,,
2253,56.7968582,-5.003526,1345.0,Ben Nevis,,en:Ben Nevis
2254,-29.4542,22.48,1342.9,,,
2255,32.1114375,-2.8698113,1342.0,Djebel Zelmou,,
2256,-31.3567,20.5533,1341.7296000000001,,,
2257,-15.591498,-48.121529,1341.0,Pico do Roncador,,en:Pico do Roncador
2258,-13.3286111,-47.7730556,1340.0,Serra das Traíras,,en:Serra das Traíras
2259,23.8850137,10.7521069,1340.0,,,
2260,44.543947,-72.81431,1340.0,Mount Mansfield,,en:Mount Mansfield
2261,-36.3353427,149.6020928,1338.0,Wadbilliga,,
2262,68.062213,65.6846363,1338.0,Нэтемпэ,,
2263,-15.1107619,27.975955,1337.0,Tundwe,,
2264,41.1164327,125.0380691,1336.1,花脖山,,
2265,-47.0738088,-69.3345299,1335.0,Cojudo Blanco,,
2266,39.1375357,-83.4252273,1334.0,Washburn Hill,,
2267,67.166702,66.0861956,1333.0,г.Ханмей,,
2268,64.1091003,13.3747895,1333.0,Midtiklumpen,,
2269,-29.645,18.0008,1332.8904,Carolusberg,,
2270,-20.1892196,-46.8424459,1332.0,,,
2271,-25.9983571,130.1007851,1332.0,Mount Charles,,
2272,43.0712277,132.6884779,1332.0,Ливадийская,,
2273,23.0609346,115.2316761,1331.0,惠东莲花山,,
2274,45.5628189,135.5801652,1330.0,гора Арму,,
2275,50.1208153,142.5543909,1330.0,Онор,,
2276,30.4594299,63.5805309,1330.0,,,
2277,1.1136045,110.224204,1329.0,Gunung Penerisan,,
2278,-33.7841375,-80.8034012,1329.0,Cerro de los Inocentes,,en:Cerro de Los Inocentes
2279,30.316791,35.406715,1329.0,جبل النبي هارون,Jabal Harun,
2280,45.0513669,136.3204417,1329.0,Верблюд,,
2281,18.1722309,-66.5917179,1328.0,Cerro de Punta,,en:Cerro de Punta
2282,-28.9682187,151.8276541,1328.0,Donnybrook,,
2283,49.4012587,142.5499198,1328.0,Журавлева,,
2284,46.0440636,150.0482292,1328.0,Колокол,Kolokol,
2285,37.3501256,-80.5372822,1327.0,Bald Knob,,
2286,37.3467575,-121.6299178,1327.0,Copernicus Peak,,
2287,49.3519044,154.7050696,1325.0,Креницын,,ru:Вулкан Креницына
2288,-24.3904725,-49.1872161,1325.0,Pico da Serra de Paranapiacaba,,
2289,0.2050173,32.5354306,1325.0,Kitende Hill,,
2290,-17.614807,178.0184986,1324.0,Tomanivi,,
2291,41.7860826,-102.9532617,1323.0,Reilly Hill,,
2292,-30.9465666,151.1451737,1323.0,Bullimballa Mountain,,
2293,45.5148574,148.8069895,1322.0,Камуй,Kamuy,
2294,0.2025322,32.4548191,1321.0,Mpumude Hill,,
2295,3.6881446,125.4468545,1320.0,Gunung Awu,,
2296,52.2213691,137.2381636,1320.0,г. Сетко,,
2297,17.1306821,22.4907504,1320.0,,,
2298,17.1463683,22.4966727,1320.0,,,
2299,-25.6858987,-50.9558101,1320.0,,,
2300,24.0477083,10.663358,1320.0,,,
2301,45.0318106,-70.3131008,1319.0,Sugarloaf Mountain,,"en:Sugarloaf Mountain (Franklin County, Maine)"
2302,68.7513357,92.885798,1319.0,Хукта,,
2303,-29.0758154,23.5308722,1318.0,,,
2304,-30.8334,151.68894,1317.0,Blue Mountain,,
2305,16.868056,101.775833,1316.0,ภูกระดึง,Phu Kradung,th:อุทยานแห่งชาติภูกระดึง
2306,0.1936283,32.3015213,1314.0,Mpambiri,,
2307,-5.5585476,150.4070855,1314.0,Mount Mululus,,
2308,58.9703324,123.2225319,1313.0,,,
2309,16.6213629,-24.3551283,1312.0,Monte Gordo,,"en:Monte Gordo, Cape Verde"
2310,13.8571828,74.8672111,1312.0,Kodachadri,,
2311,29.2339946,119.6625671,1312.0,大盘尖,,
2312,16.90712,106.268088,1312.0,Phou Pasang,Phou Pasang,
2313,0.3340113,32.5930112,1311.0,Kololo Hill,,
2314,4.4977265,117.9279206,1311.0,Gunung Magdalena,Mount Magdalena,en:Mount Magdalena
2315,54.5351802,123.3202493,1310.0,Дёс,,
2316,3.6714605,39.7730884,1310.0,,,
2317,-14.6216194,31.5767354,1310.0,Small mountain,,
2318,57.0703889,-3.6691251,1309.0,Ben Macdui,,en:Ben Macdui
2319,13.6064512,108.6782161,1309.0,,,
2320,66.9545077,65.3304151,1309.0,Пик Полярный,,
2321,-29.7059743,23.594652,1308.0,,,
2322,25.604167,42.000278,1307.0,جبل طمية,Jabal Timiyah,
2323,42.2660919,-102.2326909,1305.0,Morton Hill,,
2324,42.2510921,-102.161577,1305.0,Wolf Hill,,
2325,32.8901178,-103.8171734,1304.0,Taylor Peak,,
2326,-26.14265,131.06354,1303.0,Mount Morris,,
2327,-15.4905359,16.1326703,1303.0,Bambi,,
2328,11.0782299,107.790052,1302.0,Núi Ông,,
2329,-23.1167,26.4583,1300.9,,,
2330,-26.4616492,-50.9472738,1300.0,,,
2331,-26.3958629,-50.9914758,1300.0,Morro do Araújo,,
2332,-26.416469,-50.9965946,1300.0,,,
2333,57.8811114,-62.0259976,1300.0,Brave Mountain,,en:Brave Mountain
2334,24.7432517,56.0811107,1300.0,Um Alnosoor / Jabal Hatta,Um Alnosoor / Jabal Hatta,
2335,2.2898331,-63.8284083,1300.0,,,
2336,-25.169914,-51.2903184,1299.0,,,
2337,29.1111601,-118.3021058,1298.0,Monte Augusta,,
2338,52.2737835,113.1627721,1298.0,Амбонная,,
2339,-19.9452029,-44.4345652,1298.0,Serra da Boa Vista,,
2340,28.9579483,-112.3215575,1298.0,Sierra Kunkaak,,
2341,-29.2742,24.1858,1297.8,Ribkop,,
2342,8.4673636,-80.8307935,1297.0,La Yeguada,,
2343,3.9597066,11.3931872,1295.0,Mbam Minkom,,
2344,37.9242931,-79.8519971,1293.0,Bald Knob,,
2345,36.3518395,10.1117246,1293.0,Djebel Zaghouan,,
2346,-20.6584055,-46.0325009,1293.0,Morro do Chapéu,,
2347,43.6045502,-72.8201486,1293.0,Killington Peak,,en:Killington Peak
2348,-27.2608575,-50.1900423,1292.0,,,
2349,-41.4239464,-67.890892,1291.0,Cerro Chato,,
2350,61.4983521,59.7468933,1290.9,,,
2351,13.6508702,78.3965255,1290.0,Horsley Hills,,en:Horsley Hills
2352,-0.6,110.816667,1290.0,Gunung Biwa,,
2353,27.2972193,112.6897032,1290.0,祝融峰,Mount Zhurong,zh:祝融峰
2354,36.8925993,-82.6296015,1288.0,High Knob,,en:High Knob
2355,37.5171543,-79.5113092,1287.0,Apple Orchard Mountain,,en:Apple Orchard Mountain
2356,-20.992736,-46.1034603,1287.0,Serra da Tormenta,,
2357,11.0897794,42.7250352,1286.0,Mont Arrey,,
2358,69.9408494,134.3229246,1284.0,,,
2359,43.177488,130.763857,1284.0,杜北山,Dubei Shan,
2360,23.2830207,114.0164927,1281.0,飞云顶,Mount Luofu,zh:罗浮山
2361,48.2500831,79.6639459,1280.0,Кособа,Gora Kosoba,
2362,52.2481147,118.894349,1280.0,Богачинский Голец,Bogachinskiy Golets,
2363,51.4363848,108.968226,1280.0,Лысая,Lysaya,
2364,22.9236604,114.925814,1280.0,惠东大南山,,
2365,13.5526903,77.1323893,1278.0,Siddarabetta,,
2366,62.285107,13.5400379,1278.0,Högfjället,,
2367,51.1276195,138.0770484,1276.0,гора Сиур,,
2368,2.3732115,102.6078884,1276.0,Gunung Ledang,Mount Ophir,en:Mount Ophir
2369,-33.4156061,149.7769934,1275.0,Mount Ovens,,
2370,-14.5885232,28.4051138,1274.0,Kangomba Hill,,
2371,-28.9038906,24.6894597,1273.9,Scholtzkop,,
2372,53.7006044,57.6393632,1271.7,Большой Шатак,,
2373,-45.0315618,-69.630177,1271.0,Cerro Colorado,,
2374,-42.896007,147.2373052,1270.53,kunanyi / Mount Wellington,Mount Wellington,en:Mount Wellington (Tasmania)
2375,1.9341925,-63.1311215,1270.0,,,
2376,24.5547417,105.9854338,1270.0,九巍峨山,,
2377,52.1126243,138.3760762,1269.0,г. Гадык,,
2378,48.9887232,-65.9482425,1268.0,Mont Jacques-Cartier,,en:Mount Jacques-Cartier
2379,36.0595792,9.6084949,1268.0,جبل برقو,,ar:جبل برقو
2380,52.1015973,138.8483246,1268.0,г. Большая,,
2381,16.977714,106.494676,1268.0,Phou Saria,Phou Saria,
2382,-23.28883,131.36449,1267.0,Mount Liebig,,en:Mount Liebig
2383,41.9197056,-101.9343485,1266.0,Wild Horse Hill,,
2384,40.0094328,-102.5940948,1266.0,Mount Yuma,,
2385,64.1905827,-140.3569918,1265.0,Swede Dome,,
2386,68.5260625,15.452152,1262.0,Møysalen,,
2387,41.0954527,124.2705535,1260.0,和尚帽子,,zh:赛马镇 (凤城市)
2388,-7.8227375,-38.0560413,1260.0,Pico do Papagaio,,en:Pico do Papagaio
2389,-32.8262095,150.3510401,1260.0,Mount Coricudgy,,
2390,36.9143279,-82.8938564,1259.0,Black Mountain,,en:Black Mountain (Kentucky)
2391,42.1310361,105.5974853,1259.0,,,
2392,-31.1591,152.43892,1258.0,Mount Banda Banda,,en:Mount Banda Banda
2393,-18.729029,-46.8653485,1258.0,Morro das Pedras,,
2394,-23.1467,26.7058,1257.0,,,
2395,46.9719138,112.0461628,1256.0,Мөнх Хан уул,,
2396,10.7036235,-62.6307953,1256.0,Cerro Humo,,
2397,-14.9029854,28.2023549,1254.0,Nkongolo Hill,,
2398,-47.3716044,-68.9106267,1253.0,López,,
2399,-0.0492239,32.1719599,1253.0,Bunjako Hill,,
2400,50.4509732,118.1867072,1252.0,,,
2401,-0.048623,32.1337652,1252.0,Buzami Hill,,
2402,22.4658527,112.2496117,1251.0,天露山,Tin Lu Shan (Tit Lou Shan /Tianlu Mountain),
2403,50.5653088,117.7155825,1251.0,Ингидыр,,
2404,65.5755,-14.7842333,1251.0,Smjörfjöll,,
2405,-21.0164487,148.5985588,1250.0,Mount William,,
2406,4.855029,-67.449737,1250.0,Cerro Autana,,es:Cerro Autana
2407,-22.98055,118.58752,1250.0,Mount Meharry,,en:Mount Meharry
2408,51.2145135,108.6564124,1250.0,Скала,Skala,
2409,2.2292303,128.4333858,1250.0,Sabatai,,
2410,-6.3819425,35.0585854,1250.0,,,
2411,14.7266171,98.3886739,1249.0,เขาช้างเผือก,,
2412,45.7285237,107.7581808,1247.0,Хар тэвшийн уул,,
2413,29.7228609,119.7477084,1246.5,观音尖,Guanyin Jian,
2414,67.5722198,65.9893774,1246.0,Харнаурды-Кеу,,ru:Харнаурды-Кеу
2415,64.9523568,-141.0603948,1245.0,Hillard Peak,,
2416,50.3962004,12.9679678,1243.7,Klínovec,,cs:Klínovec
2417,40.8155477,-102.5071325,1242.0,Marks Butte,,
2418,-16.8997561,179.9872917,1241.0,Uluigalau,,
2419,-31.84084,150.24854,1241.0,East Bluff,,
2420,35.6202857,129.0029231,1240.9,가지산,GAJISAN,
2421,40.3405439,-102.4604747,1240.0,Old Baldy,,
2422,53.1796261,119.7846068,1240.0,Белая,Belaya,
2423,9.2034834,23.4725864,1240.0,,,
2424,8.878808,24.4555507,1240.0,,,
2425,-2.8770901,33.2259607,1240.0,,,
2426,-38.1580315,-61.9524155,1239.0,Cerro Tres Picos,,es:Cerro Tres Picos
2427,-45.1133719,-69.2425861,1238.0,Cerro Melillan,,
2428,41.6472064,-101.9849052,1237.0,Bourquim Hill,,
2429,-10.7968955,27.3375756,1237.0,Kabukende,,
2430,38.4611193,-102.614359,1235.0,Chivington Hill,,
2431,-22.6062781,118.1406064,1235.0,Mount Bruce,,
2432,-22.41406,118.03281,1235.0,Mount Frederick,,
2433,44.16013,-72.92887,1234.0,Mount Ellen,,en:Mount Ellen (Vermont)
2434,13.3479664,-61.178181,1234.0,La Soufriere Peak,,
2435,42.1778662,-74.2304216,1233.0,Hunter Mountain,,
2436,38.555363,-78.3951378,1232.0,Hawksbill,,en:Hawksbill Mountain
2437,37.7401586,-79.2234963,1232.0,Bald Knob,,
2438,45.5952736,-104.1199385,1232.0,Capitol Rock,,
2439,-46.9045564,37.6890358,1230.0,Mascarin Peak,,en:Mascarin Peak
2440,42.2599649,-102.845199,1230.0,Wild Horse Butte,,
2441,-43.51414,146.68648,1230.0,Pindars Peak,,
2442,-9.392337,-140.0737143,1230.0,Oave,,en:Mont Oave
2443,3.6825987,-56.5354421,1230.0,Julianatop,,en:Julianatop
2444,21.5077472,-158.142296,1229.0,Kaʻala,,
2445,-28.8842,21.7417,1229.0,,,
